row_index,relative_path,category,garment_id,rotation_deg,shell_index,reference_R2,rotated_R2,shell_mass_fraction,E_abs,E_rel,E_sym,R2_stratum
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,9,0.48248195474441985,0.4742985311297788,0.013632320919248818,0.008183423614641028,0.016961097786498455,0.01710616747615611,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,10,0.413966764231043,0.42060005190898897,0.01272247722835032,0.006633287677945965,0.016023720383126692,0.01589636096154814,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,11,0.41860759256396596,0.4372487617243389,0.013473864995553012,0.01864116916037295,0.04453136897540734,0.043561443616024056,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,12,0.35443534617998185,0.3535193678595423,0.0131569531481614,0.0009159783204395477,0.002584331191320899,0.0025876748957939983,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,13,0.3890675540054867,0.39788446741008865,0.015221991637616413,0.008816913404601945,0.02266165172045574,0.022407753369111404,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,14,0.10214683154126378,0.08425309444150744,0.023931955959476177,0.017893737099756335,0.17517662398101783,0.19199296357456963,"[0.10,0.20)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,15,0.07450705442440048,0.07840706363684251,0.030091291057974423,0.003900009212442032,0.05234416046334547,0.051009145027145965,"[0.05,0.10)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,16,0.0739436489508728,0.03786781656510896,0.02991238920864045,0.03607583238576384,0.4878827715106696,0.6452975501087113,"[0.05,0.10)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,17,0.15542640597542928,0.17266302196077532,0.02812337071530071,0.017236615985346038,0.1108988905531979,0.10507266932537439,"[0.10,0.20)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,18,0.21484711956929106,0.18137382573228894,0.041132090902585385,0.03347329383700212,0.15580052413133022,0.16896276804106972,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,19,0.07443027764601468,0.08803634028260805,0.04127521238205257,0.013606062636593377,0.18280279298839758,0.16749364035596528,"[0.05,0.10)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,20,0.2957449617591653,0.3187808518721486,0.04664737934348133,0.023035890112983293,0.07789106524743493,0.07497126923557917,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,21,0.46963194031200134,0.4787797786086216,0.06177225283431644,0.009147838296620248,0.01947873964991149,0.019290858841413943,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,22,0.5463850089372566,0.5501259601807595,0.06725176090534558,0.0037409512435029324,0.006846731118738508,0.00682337222127743,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,23,0.47160528449882316,0.4393320643469904,0.0508796859505822,0.03227322015183276,0.0684326940613688,0.07085716749395324,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,24,0.31749873516110394,0.3092781063605798,0.04151545200830105,0.008220628800524155,0.02589184740012547,0.02623143758970475,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,25,0.24410041252640183,0.22757271073966162,0.039634426849589545,0.016527701786740207,0.06770861882485583,0.07008116838328814,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,26,0.1827698000729547,0.17713307725361768,0.033699996933111154,0.005636722819337026,0.030840559091748536,0.031323577411815566,"[0.10,0.20)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,27,0.09972723653689057,0.03778712513790682,0.025506292233615148,0.06194011139898375,0.6210952348616537,0.9008529821119865,"[0.05,0.10)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-15.0,3,0.20548131571553915,0.2093839035765189,0.012809372412312536,0.003902587860979745,0.01899242199900231,0.018813762540225813,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-15.0,4,0.35262917308647496,0.3422033238086757,0.01097946206769646,0.01042584927779927,0.029566042952556704,0.030009676646924353,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-15.0,5,0.4922783279201662,0.49183176870931633,0.011270816508040361,0.0004465592108498506,0.000907127503939743,0.000907539130792965,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-15.0,6,0.545466929353268,0.5520273560987825,0.012149991310481605,0.0065604267455144916,0.012027175970673145,0.011955281831489984,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-15.0,7,0.5067487875244469,0.5123465556547577,0.012139768347662519,0.005597768130310876,0.011046436159535607,0.010985759414517364,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-15.0,8,0.46900142249982313,0.4886162548121868,0.012027315756652593,0.01961483231236366,0.04182254332580635,0.040965894379522354,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-15.0,9,0.48248195474441985,0.46512546997225535,0.013632320919248818,0.017356484772164504,0.03597333454959694,0.0366322262140441,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-15.0,10,0.413966764231043,0.4287278994574807,0.01272247722835032,0.014761135226437683,0.03565777859934476,0.03503317598292917,"[0.40,0.60)"
