permutation,delta_macro_f1,delta_balanced_accuracy,self_mapped_rows
414,0.06187057109638372,0.06,20
415,0.039252982157060634,0.039130434782608636,20
416,0.033642029793733486,0.033478260869565124,20
417,0.052090568258231384,0.051304347826086893,20
418,0.042893543838629034,0.04043478260869554,20
419,0.05753867098309823,0.056956521739130406,20
420,0.03600451623893136,0.034782608695652195,20
421,0.042996256932751276,0.040434782608695596,20
422,0.045869931374713235,0.04434782608695648,20
423,0.06152202843022042,0.06173913043478252,20
424,0.059655854504211514,0.05869565217391298,20
425,0.05083295232926954,0.047826086956521685,20
426,0.05063131035216861,0.04956521739130432,20
427,0.04396267390576725,0.04217391304347817,20
428,0.043754337849766956,0.04347826086956519,20
429,0.030917601702507458,0.030869565217391204,20
430,0.05428186046889466,0.05304347826086947,20
431,0.04226594415078805,0.039130434782608636,20
432,0.047513855603022015,0.046521739130434725,20
433,0.05343214735212126,0.051304347826087005,20
434,0.06585066097117293,0.06521739130434778,20
435,0.05194556438919029,0.05130434782608695,20
436,0.07053283571148528,0.06956521739130439,20
437,0.043542878651115835,0.04304347826086952,20
438,0.04894144604549161,0.046521739130434725,20
439,0.05628493578517996,0.05608695652173912,20
440,0.03660318732442719,0.033913043478260796,20
441,0.04777957806490424,0.047826086956521685,20
442,0.04580112838688194,0.04478260869565215,20
443,0.04455116570370443,0.04391304347826086,20
444,0.04614780612340691,0.04608695652173905,20
445,0.04860489788966016,0.04826086956521736,20
446,0.05553669735326089,0.05608695652173912,20
447,0.04510327116631985,0.04478260869565209,20
448,0.047516323611943134,0.0469565217391304,20
449,0.050422129207586264,0.04739130434782607,20
450,0.051565268577437484,0.05043478260869566,20
451,0.03994607637272157,0.036086956521739044,20
452,0.06189951189341347,0.060434782608695614,20
453,0.05322268185814227,0.051739130434782565,20
454,0.03908483638823024,0.037391304347826004,20
455,0.0507298217126434,0.04956521739130432,20
456,0.053699196868917,0.052608695652173854,20
457,0.05541133943813853,0.05608695652173917,20
458,0.04325145597367969,0.03999999999999998,20
459,0.05561181928062897,0.05391304347826076,20
460,0.05563354074741467,0.05521739130434772,20
461,0.04035221327899935,0.03869565217391302,20
462,0.064061249244589,0.0613043478260869,20
463,0.03754006902848489,0.0360869565217391,20
464,0.040773460167340014,0.03999999999999998,20
465,0.05072359701946533,0.04869565217391303,20
466,0.04670229097320411,0.04347826086956519,20
467,0.04288839304135611,0.041739130434782556,20
468,0.042927313926907074,0.04304347826086952,20
469,0.04969428078699095,0.04782608695652174,20
470,0.03941090967077565,0.03826086956521735,20
471,0.044967874941353625,0.04434782608695648,20
472,0.047796816651814455,0.04565217391304349,20
473,0.05442579187627461,0.05347826086956514,20
474,0.03801057128930635,0.036956521739130443,20
475,0.05009826185909577,0.04956521739130432,20
476,0.04401777201468826,0.04217391304347823,20
477,0.03766139566987198,0.036521739130434716,20
478,0.045223044919278754,0.042608695652173845,20
479,0.05819147149014947,0.05739130434782597,20
480,0.058622092725896024,0.058260869565217366,20
481,0.03983183386228145,0.04086956521739127,20
482,0.04105402476530706,0.04043478260869554,20
483,0.04373202439502627,0.042608695652173845,20
484,0.043507587135730386,0.04347826086956519,20
485,0.0576030422577708,0.05478260869565216,20
486,0.043782238204291835,0.043478260869565244,20
487,0.042579875648708465,0.04217391304347823,20
488,0.031792719917019596,0.03173913043478249,20
489,0.0472888053131329,0.043913043478260916,20
490,0.04383770646673796,0.044347826086956366,20
491,0.04933302442981463,0.04826086956521736,20
492,0.043394019396594596,0.04217391304347823,20
493,0.05377236003875446,0.05217391304347818,20
494,0.048719799949864195,0.04608695652173905,20
495,0.05600261718126376,0.05608695652173912,20
496,0.03427494768913558,0.032608695652173836,20
497,0.0524293545997484,0.051304347826086893,20
498,0.03167420570370083,0.03173913043478255,20
499,0.04279425662555275,0.04304347826086952,20
500,0.03320804148587758,0.030869565217391315,20
501,0.04529267968057904,0.04347826086956519,20
502,0.04940702050469492,0.04826086956521736,20
503,0.042889758868571826,0.04347826086956519,20
504,0.06824888643130833,0.06608695652173918,20
505,0.056942808930528166,0.0556521739130435,20
506,0.04310620734034443,0.04217391304347823,20
507,0.03797121324358965,0.036956521739130443,20
508,0.046017888477568214,0.04434782608695648,20
509,0.04618164736446584,0.04521739130434782,20
510,0.05747476738383639,0.0556521739130435,20
511,0.06618542678058004,0.0656521739130434,20
512,0.04078785405965396,0.03956521739130431,20
513,0.0421602638672634,0.03999999999999998,20
514,0.035143086948482394,0.03565217391304348,20
515,0.05243125628352374,0.05086956521739122,20
516,0.04932993156124332,0.0491304347826087,20
517,0.04386639361388822,0.04217391304347823,20
518,0.047761662247744974,0.04826086956521736,20
519,0.046149040890593684,0.04652173913043478,20
520,0.04513333778158024,0.04478260869565215,20
521,0.053098843075729096,0.05173913043478251,20
522,0.051750643724317924,0.0491304347826087,20
523,0.047588057378058435,0.04521739130434782,20
524,0.053301588079544326,0.05217391304347818,20
525,0.058059819293790615,0.056521739130434734,20
526,0.04855661190495092,0.04652173913043467,20
527,0.04614031507378269,0.04434782608695648,20
528,0.04625806561915041,0.045652173913043326,20
529,0.04060132194681365,0.039130434782608636,20
530,0.05135613074450124,0.04869565217391303,20
531,0.045601330253318084,0.04347826086956513,20
532,0.04046342365511707,0.039565217391304364,20
533,0.044129933168662094,0.04347826086956513,20
534,0.04664905426865401,0.04478260869565209,20
535,0.05855016271668112,0.056521739130434734,20
536,0.06147590868113961,0.059565217391304326,20
537,0.03427686894917403,0.03260869565217389,20
538,0.056818027510331215,0.05521739130434783,20
539,0.032794008368371264,0.030434782608695643,20
540,0.029077948729035186,0.02869565217391301,20
541,0.04966168152734496,0.04826086956521741,20
542,0.04260852480856314,0.04217391304347823,20
543,0.05051690571866335,0.04956521739130432,20
544,0.042775396731459525,0.04086956521739127,20
545,0.04833960596901854,0.04608695652173905,20
546,0.051623344918706904,0.049130434782608645,20
547,0.039906894360901946,0.03782608695652173,20
548,0.05156899070116466,0.04999999999999993,20
549,0.04406819666802064,0.041304347826086885,20
550,0.041656999132048955,0.04043478260869554,20
551,0.051879831304972424,0.05130434782608695,20
552,0.0404821596802557,0.03913043478260858,20
553,0.05470712990476656,0.05391304347826087,20
554,0.053407121217781295,0.05260869565217391,20
555,0.04793293366431023,0.04652173913043478,20
556,0.04061426439808041,0.03999999999999998,20
557,0.042125116206448265,0.04130434782608694,20
558,0.0463949893614094,0.04608695652173911,20
559,0.04998032427992921,0.04826086956521736,20
560,0.05421007626454305,0.05347826086956514,20
561,0.056833917833893466,0.05608695652173912,20
562,0.05290553721155172,0.05086956521739122,20
563,0.0574233886042555,0.05652173913043468,20
564,0.04531876112614991,0.04304347826086946,20
565,0.05129011736673955,0.04956521739130432,20
566,0.045215130156615546,0.043913043478260805,20
567,0.03810106937299024,0.036521739130434716,20
568,0.06303863725682429,0.06086956521739123,20
569,0.05156283068441997,0.051304347826087005,20
570,0.038022995397850146,0.03913043478260869,20
571,0.06104068419099007,0.0613043478260869,20
572,0.04213113735391599,0.04043478260869554,20
573,0.0494610713537591,0.04782608695652174,20
574,0.06613785715420034,0.06652173913043474,20
575,0.05617522912364059,0.05434782608695643,20
576,0.03615625051905019,0.03304347826086951,20
577,0.05417273191886535,0.05434782608695643,20
578,0.05485851894068666,0.05434782608695643,20
579,0.04167906360776802,0.04043478260869554,20
580,0.053774235340653065,0.052608695652173854,20
581,0.04527366208170963,0.04347826086956513,20
582,0.04370914003839427,0.04217391304347823,20
583,0.04293477560008596,0.04217391304347817,20
584,0.047660958690428024,0.04739130434782607,20
585,0.04690329105644586,0.04608695652173905,20
586,0.04845334400862761,0.04739130434782607,20
587,0.045592922865605345,0.04434782608695653,20
588,0.028636200948716384,0.028260869565217395,20
589,0.06012103343040137,0.059130434782608654,20
590,0.038116710235095386,0.038695652173913075,20
591,0.056637859559737935,0.056956521739130406,20
592,0.05424504326107976,0.053043478260869525,20
593,0.044642200929264186,0.042608695652173845,20
594,0.050610718900083174,0.0491304347826087,20
595,0.04758444951417623,0.0469565217391304,20
596,0.04837263685860038,0.0469565217391304,20
597,0.03794384432357151,0.036086956521739044,20
598,0.04624182791714848,0.04608695652173905,20
599,0.047139615673634006,0.045217391304347765,20
600,0.03916879342090773,0.03782608695652173,20
601,0.03968763887061427,0.038695652173913075,20
602,0.05437383633148385,0.05434782608695643,20
603,0.05011074661920223,0.04826086956521736,20
604,0.049442621203931114,0.04999999999999993,20
605,0.04405106546295762,0.043913043478260805,20
606,0.04012052457890286,0.038260869565217404,20
607,0.05061106572137675,0.04782608695652174,20
608,0.04648785795454907,0.04521739130434782,20
609,0.05521462672873384,0.05347826086956514,20
610,0.0429658227518292,0.04173913043478261,20
611,0.04965165084180079,0.04826086956521741,20
612,0.05608523590842429,0.05478260869565216,20
613,0.032578007520573216,0.030434782608695643,20
614,0.05727941033372763,0.05652173913043468,20
615,0.05359809032996182,0.053043478260869525,20
616,0.05665760618491528,0.05608695652173906,20
617,0.030999253643259783,0.029565217391304355,20
618,0.043954534624577435,0.04130434782608694,20
619,0.050453503026649915,0.04956521739130426,20
620,0.039119947280391365,0.038695652173913075,20
621,0.05182819213280493,0.04999999999999999,20
622,0.055331766100904956,0.05347826086956514,20
623,0.053431703998412294,0.0534782608695652,20
624,0.04986250784596519,0.04869565217391303,20
625,0.045394778246343026,0.04347826086956513,20
